Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,mean_work_hours
28,0.0,2,2,9,3,3,1,1026,0.0,2,7,1.0,47660,1.0,0,12,8,0,5.0,3,5,0,3,3,3.0,4.0,4.0,7.398159873847647
39,0.0,2,2,3,4,2,1,1027,0.0,2,2,2.0,26100,7.0,0,12,8,0,9.0,2,4,2,2,3,3.0,3.0,3.0,6.896431892143189
46,0.0,0,1,9,2,1,1,1028,1.0,2,4,2.0,57310,8.0,0,17,8,0,6.0,2,2,2,3,3,2.0,2.0,3.0,6.693008687700045
40,0.0,2,1,2,2,3,1,1029,1.0,1,5,1.0,25390,4.0,0,12,8,1,7.0,3,4,0,3,3,3.0,1.0,2.0,6.599432367149759
42,0.0,2,1,7,4,4,1,1030,0.0,2,2,1.0,57140,5.0,0,11,8,0,10.0,2,0,0,3,3,2.0,1.0,2.0,6.597798220298221
35,0.0,0,2,10,1,1,1,1031,0.0,2,5,0.0,43230,2.0,0,18,8,3,15.0,3,7,1,3,3,2.0,4.0,3.0,6.6771460384435075
38,0.0,0,2,6,4,2,1,1032,1.0,3,7,0.0,73360,5.0,0,11,8,0,13.0,3,11,3,3,3,1.0,2.0,3.0,7.802694672131148
34,1.0,1,1,2,1,1,1,1033,1.0,1,4,1.0,134990,4.0,0,23,8,2,11.0,2,7,0,4,4,4.0,1.0,2.0,7.893937198067633
37,1.0,2,1,24,3,1,1,1034,1.0,1,2,2.0,137580,1.0,0,11,8,1,10.0,5,10,0,3,3,4.0,1.0,1.0,6.208432784636489
39,0.0,1,1,2,1,3,1,1035,1.0,2,0,0.0,51550,2.0,0,18,8,1,7.0,3,2,2,2,3,3.0,4.0,3.0,6.198692468619247
43,0.0,0,0,8,5,3,1,1036,0.0,3,7,2.0,22580,4.0,0,18,8,0,7.0,2,3,1,3,3,1.0,3.0,2.0,7.418051868239921
41,0.0,2,1,3,3,1,1,1037,1.0,3,6,2.0,35970,3.0,0,13,8,1,11.0,2,3,1,1,3,2.0,2.0,1.0,7.800170212765957
30,0.0,2,2,26,3,2,1,1039,0.0,2,3,2.0,44200,9.0,0,11,8,0,9.0,3,7,0,3,3,1.0,3.0,3.0,7.069740663900414
26,1.0,2,0,2,1,5,1,1040,0.0,3,7,1.0,65780,0.0,0,15,8,2,6.0,3,5,1,2,3,4.0,2.0,3.0,8.694336956521738
46,1.0,2,1,10,3,3,1,1041,1.0,1,7,1.0,44220,4.0,0,11,8,1,13.0,2,9,3,3,3,4.0,2.0,4.0,7.9677913832199545
40,0.0,2,2,27,2,3,1,1042,0.0,3,7,0.0,102740,4.0,0,18,8,0,12.0,3,5,0,3,3,3.0,4.0,3.0,6.591388888888888
34,0.0,2,1,2,3,1,1,1043,1.0,2,2,1.0,53430,1.0,0,14,8,0,10.0,5,10,4,2,3,2.0,3.0,3.0,7.373935584291187
35,0.0,2,1,8,1,5,1,1045,0.0,3,4,1.0,53460,0.0,0,14,8,0,6.0,3,5,0,2,3,2.0,3.0,4.0,7.40420687134503
40,0.0,2,1,1,4,1,1,1047,1.0,2,3,0.0,199430,2.0,0,13,8,1,15.0,3,7,7,3,3,2.0,1.0,3.0,7.2272386310361
54,0.0,2,2,27,4,3,1,1048,1.0,1,6,1.0,31310,4.0,0,14,8,0,14.0,3,7,1,2,3,4.0,4.0,2.0,7.084196991751577
31,0.0,1,2,8,4,4,1,1049,0.0,3,4,1.0,25520,2.0,0,18,8,0,9.0,2,3,2,3,3,1.0,1.0,3.0,7.490906619385343
28,0.0,2,2,1,2,1,1,1050,1.0,3,3,1.0,44770,1.0,0,15,8,0,3.0,6,3,1,3,3,3.0,1.0,3.0,7.552442028985507
38,0.0,2,1,19,3,3,1,1051,0.0,2,4,1.0,64740,2.0,0,13,8,2,20.0,3,4,0,1,3,2.0,4.0,2.0,9.511932773109244
26,0.0,2,2,8,3,2,1,1052,0.0,1,0,2.0,30330,1.0,0,12,8,0,5.0,2,5,1,2,3,3.0,4.0,3.0,6.121894467689447
58,0.0,1,1,10,4,5,1,1053,0.0,1,8,1.0,29360,2.0,0,13,8,1,23.0,3,2,2,3,3,1.0,3.0,3.0,9.588722222222223
18,0.0,0,1,2,3,1,1,1054,1.0,3,8,2.0,186060,1.0,0,24,8,2,0.0,4,0,0,3,4,2.0,3.0,1.0,7.652531914893616
31,1.0,2,1,2,3,1,1,1055,1.0,3,2,1.0,21680,0.0,0,14,8,1,2.0,2,1,0,3,3,4.0,1.0,3.0,6.110721040189125
29,1.0,2,1,8,2,3,1,1056,1.0,1,3,0.0,28530,4.0,0,14,8,1,4.0,5,2,2,2,3,1.0,1.0,3.0,8.695968221307728
45,0.0,0,2,1,4,5,1,1057,1.0,1,6,1.0,170480,4.0,0,15,8,0,10.0,3,8,5,2,3,3.0,3.0,4.0,7.203180076628353
36,0.0,2,2,2,3,5,1,1058,0.0,5,2,1.0,22900,4.0,0,11,8,0,15.0,5,1,0,3,3,4.0,2.0,3.0,10.658820330969268
43,0.0,1,2,8,3,3,1,1059,1.0,1,5,1.0,36000,1.0,0,23,8,0,7.0,2,7,7,3,4,1.0,4.0,3.0,6.99689734299517
27,0.0,1,2,8,4,1,1,1060,1.0,5,6,2.0,21070,0.0,0,13,8,0,6.0,2,5,0,3,3,4.0,4.0,2.0,10.206041092745636
29,0.0,1,1,6,2,3,1,1061,1.0,1,1,1.0,41150,1.0,0,11,8,0,11.0,1,11,3,3,3,4.0,4.0,4.0,7.693395452414439
32,0.0,1,2,9,4,1,1,1062,1.0,4,7,2.0,43270,8.0,0,13,8,0,4.0,4,0,0,3,3,4.0,4.0,4.0,7.601602657004831
42,0.0,0,1,11,3,3,1,1063,1.0,1,3,1.0,178560,3.0,0,18,8,0,10.0,2,6,3,3,3,3.0,3.0,2.0,6.490872011251758
47,0.0,2,2,2,2,1,1,1064,0.0,5,3,2.0,31960,4.0,0,14,8,1,7.0,3,2,2,2,3,2.0,3.0,3.0,6.100282694198623
46,0.0,2,0,1,3,1,1,1065,0.0,1,2,0.0,190810,3.0,0,21,8,0,12.0,2,9,4,3,4,4.0,4.0,2.0,7.237116013071895
28,0.0,0,1,7,3,1,1,1066,1.0,1,7,0.0,89660,1.0,0,16,8,1,3.0,3,3,2,2,3,3.0,4.0,3.0,7.694691225560324
29,0.0,2,1,16,3,3,1,1067,0.0,1,4,0.0,22100,8.0,0,11,8,1,11.0,4,7,1,3,3,4.0,3.0,3.0,7.998587061087061
42,0.0,2,2,2,4,3,1,1068,0.0,2,5,2.0,45390,4.0,0,17,8,1,8.0,5,0,0,3,3,4.0,3.0,3.0,6.593369064084833
32,1.0,2,1,1,1,3,1,1069,1.0,2,2,2.0,27410,7.0,0,11,8,0,7.0,3,2,2,3,3,3.0,2.0,2.0,10.411639709329583
46,0.0,2,1,23,1,1,1,1070,1.0,2,2,0.0,34910,2.0,0,14,8,0,25.0,0,19,2,3,3,1.0,1.0,3.0,7.870749299719887
27,0.0,2,2,2,3,1,1,1071,0.0,5,6,1.0,45410,1.0,0,14,8,2,9.0,4,9,5,4,3,2.0,3.0,3.0,7.0824721009218825
29,0.0,2,1,1,2,3,1,1072,1.0,3,7,1.0,26780,1.0,0,25,8,1,1.0,3,1,0,3,4,4.0,2.0,3.0,7.980670212765958
43,0.0,2,1,1,3,1,1,1073,1.0,1,4,1.0,73790,7.0,0,13,8,2,21.0,3,16,6,2,3,1.0,3.0,3.0,6.301853764921947
29,1.0,1,1,13,2,1,1,1075,0.0,1,2,2.0,52200,1.0,0,17,8,0,1.0,3,1,1,2,3,4.0,4.0,2.0,8.589410018993354
46,1.0,2,1,4,4,3,1,1076,0.0,2,8,1.0,27430,5.0,0,25,8,1,14.0,1,8,0,4,4,3.0,2.0,3.0,7.8843514492753615
27,0.0,1,1,16,4,3,1,1077,1.0,3,0,1.0,49980,0.0,0,20,8,2,8.0,3,7,7,3,4,4.0,1.0,2.0,7.683338001867414
39,0.0,2,1,2,3,5,1,1078,1.0,3,0,0.0,102520,8.0,0,13,8,1,7.0,3,2,2,3,3,3.0,4.0,3.0,6.520391203703705
55,0.0,2,1,2,3,1,1,1079,0.0,1,1,1.0,27810,8.0,0,13,8,1,19.0,2,5,0,3,3,2.0,4.0,4.0,6.234294962335217
28,0.0,2,1,29,2,1,1,1080,1.0,2,2,1.0,68520,1.0,0,18,8,1,1.0,2,1,0,4,3,2.0,2.0,3.0,7.03218306412139
30,1.0,2,2,12,4,1,1,1081,0.0,2,7,2.0,49500,1.0,0,12,8,2,1.0,3,1,0,3,3,2.0,4.0,2.0,7.692906920077973
22,1.0,2,1,16,2,1,1,1082,0.0,2,2,2.0,35790,1.0,0,19,8,3,1.0,3,1,0,3,3,4.0,2.0,3.0,10.503807727480567
36,0.0,2,1,11,3,1,1,1083,1.0,1,7,1.0,131910,1.0,0,14,8,1,10.0,2,10,1,2,3,2.0,3.0,3.0,9.49515924329502
31,0.0,2,1,2,4,1,1,1084,0.0,5,3,0.0,103770,1.0,0,14,8,0,10.0,2,10,0,3,3,2.0,3.0,3.0,7.479487994350283
34,0.0,2,2,14,2,5,1,1085,0.0,1,7,1.0,22350,2.0,0,14,8,1,9.0,2,5,1,3,3,3.0,4.0,3.0,8.122622655122655
29,0.0,2,1,5,5,1,1,1086,0.0,1,7,2.0,105020,3.0,0,12,8,0,11.0,4,3,1,2,3,4.0,1.0,3.0,7.1201899335232675
37,0.0,2,1,7,2,3,1,1087,1.0,1,4,1.0,20110,5.0,0,13,8,0,16.0,4,5,0,4,3,4.0,1.0,3.0,8.666963519313304
35,0.0,2,2,2,1,5,1,1088,1.0,2,2,1.0,18590,0.0,0,25,8,1,4.0,2,3,0,2,4,4.0,2.0,3.0,10.470496113397349
45,0.0,2,1,3,3,3,1,1089,0.0,2,7,1.0,37600,0.0,0,14,8,1,10.0,2,9,3,2,3,2.0,4.0,2.0,7.106643709825528
36,0.0,1,1,5,3,3,1,1090,0.0,4,4,2.0,177790,1.0,0,17,8,1,10.0,5,10,0,1,3,2.0,4.0,2.0,6.496840430739109
40,0.0,2,1,3,3,4,1,1091,1.0,1,7,0.0,68330,2.0,0,13,8,0,22.0,3,19,11,3,3,1.0,1.0,3.0,6.77528460837887
26,0.0,2,1,26,2,1,1,1092,1.0,2,1,1.0,68120,1.0,0,13,8,0,1.0,2,1,1,2,3,2.0,3.0,2.0,9.301751867413634
27,0.0,2,1,4,3,5,1,1093,1.0,2,4,2.0,51710,0.0,0,20,8,1,9.0,1,8,0,2,4,1.0,3.0,3.0,7.590319865319866
48,0.0,1,1,2,3,1,1,1094,1.0,2,5,0.0,197400,3.0,0,14,8,0,24.0,2,22,4,4,3,4.0,4.0,3.0,7.232274805669867
44,0.0,2,2,1,2,3,1,1095,1.0,4,3,1.0,187110,2.0,0,12,8,1,10.0,0,2,2,3,3,2.0,1.0,3.0,7.077287920700783
34,1.0,0,1,27,2,1,1,1096,0.0,1,8,1.0,36920,1.0,0,12,8,1,5.0,5,5,3,3,3,4.0,1.0,3.0,10.187851063829788
56,1.0,2,0,1,2,3,1,1097,0.0,5,7,2.0,25590,1.0,0,21,8,0,5.0,3,4,1,3,4,1.0,4.0,3.0,6.864824434824435
36,0.0,2,1,13,3,5,1,1098,0.0,3,0,1.0,25170,2.0,0,14,8,0,12.0,3,4,1,3,3,3.0,2.0,1.0,7.289100877192983
41,0.0,2,1,5,3,1,1,1099,0.0,1,7,1.0,66230,5.0,0,18,8,0,14.0,3,5,1,3,3,3.0,2.0,3.0,6.413640223192624
42,0.0,2,1,7,3,5,1,1100,0.0,2,7,1.0,182650,9.0,0,12,8,1,18.0,4,13,5,3,3,3.0,1.0,4.0,7.383247126436782
31,0.0,2,2,9,4,1,1,1101,0.0,1,7,0.0,161240,2.0,0,23,8,1,8.0,2,5,1,2,4,3.0,4.0,3.0,8.327236652236653
34,0.0,2,1,8,1,1,1,1102,0.0,3,2,1.0,25850,3.0,0,12,8,0,9.0,5,4,0,3,3,4.0,4.0,2.0,9.212509298000928
31,0.0,2,2,25,2,1,1,1103,0.0,3,4,0.0,182130,8.0,0,21,8,2,4.0,3,2,2,4,4,1.0,3.0,2.0,6.801304143126177
26,0.0,1,2,16,2,1,1,1104,1.0,2,0,1.0,83800,3.6,0,14,8,0,8.0,3,7,7,4,3,3.0,4.0,3.0,6.07454678362573
45,0.0,1,1,8,4,1,1,1105,0.0,2,3,2.0,29940,4.0,0,18,8,1,12.0,2,4,0,3,3,2.0,3.0,3.0,7.784967320261439
33,0.0,2,2,1,3,1,1,1106,0.0,5,7,2.0,12230,1.0,0,13,8,1,10.0,3,10,0,3,3,2.0,3.0,2.0,6.45017224648229
28,0.0,1,2,8,3,1,1,1107,1.0,4,6,1.0,11180,1.0,0,11,8,0,7.0,3,7,0,3,3,3.0,4.0,3.0,10.603598218471637
29,1.0,1,0,2,4,0,1,1108,1.0,2,7,2.0,28750,1.0,0,11,8,0,1.0,3,1,0,3,3,3.0,1.0,3.0,6.806472222222222
39,0.0,0,1,8,5,3,1,1109,0.0,2,8,1.0,188240,6.0,0,19,8,1,10.0,4,3,1,3,3,1.0,3.0,3.0,6.294956521739131
27,0.0,2,2,3,2,5,1,1110,1.0,2,0,1.0,135770,1.0,0,12,8,1,6.0,2,5,1,3,3,2.0,2.0,2.0,7.285151072124757
34,0.0,1,1,9,4,1,1,1111,0.0,2,4,1.0,26250,1.0,0,12,8,3,16.0,4,15,6,3,3,3.0,4.0,3.0,8.927714025500912
28,1.0,2,1,25,3,5,1,1112,1.0,1,5,2.0,187890,3.0,0,16,8,1,6.0,4,2,2,3,3,4.0,3.0,3.0,9.425028344671201
47,0.0,0,1,1,4,3,1,1113,1.0,1,6,1.0,45380,8.0,0,11,8,0,16.0,3,8,1,3,3,3.0,2.0,4.0,6.003419540229885
56,0.0,2,1,4,3,5,1,1114,0.0,2,7,1.0,198470,4.0,0,14,8,0,6.0,6,0,0,3,3,4.0,1.0,3.0,7.890800865800866
39,0.0,2,1,1,3,4,1,1115,0.0,1,2,1.0,105120,1.0,0,12,8,1,10.0,2,10,7,3,3,1.0,1.0,3.0,6.986115942028986
38,0.0,1,1,4,2,3,1,1116,0.0,1,3,0.0,44440,1.0,0,13,8,0,20.0,2,20,0,3,3,4.0,2.0,3.0,10.808027326106595
58,0.0,2,2,5,3,2,1,1117,1.0,5,8,1.0,21540,4.0,0,21,8,1,29.0,3,1,0,3,4,4.0,4.0,2.0,9.888919376693767
32,1.0,1,1,9,3,1,1,1118,1.0,2,2,2.0,191900,3.0,0,17,8,1,8.0,2,4,0,3,3,1.0,3.0,3.0,10.220872340425531
38,0.0,2,1,3,4,1,1,1119,0.0,1,8,0.0,44900,2.0,0,21,8,1,10.0,1,5,0,3,4,2.0,4.0,4.0,7.62043853427896
49,0.0,1,2,11,4,1,1,1120,1.0,2,6,1.0,35060,3.0,0,11,8,1,28.0,4,5,4,2,3,2.0,4.0,3.0,6.284957446808511
42,0.0,2,2,1,3,1,1,1121,0.0,1,7,0.0,23720,3.0,0,12,8,1,14.0,3,0,0,3,3,2.0,4.0,3.0,8.701982167352536
27,1.0,1,2,8,1,1,1,1122,1.0,4,2,1.0,102310,1.0,0,13,8,1,1.0,2,1,0,3,3,1.0,2.0,3.0,6.502103503918856
35,0.0,2,1,25,1,3,1,1123,1.0,1,7,1.0,54100,0.0,0,18,8,0,6.0,4,5,0,3,3,2.0,1.0,1.0,6.612638888888889
28,0.0,0,1,21,1,3,1,1124,1.0,3,6,2.0,79780,1.0,0,16,8,2,5.0,2,5,1,3,3,3.0,3.0,2.0,6.665572318007662
31,0.0,0,2,23,1,3,1,1125,1.0,1,7,0.0,38670,1.0,0,11,8,1,4.0,4,4,2,4,3,3.0,1.0,4.0,9.81298245614035
36,0.0,0,1,1,3,1,1,1126,1.0,2,6,1.0,28380,1.0,0,19,8,2,5.0,5,5,0,1,3,1.0,2.0,3.0,7.101659779614324
34,0.0,2,2,2,3,2,1,1127,1.0,4,0,2.0,46950,1.0,0,16,8,1,14.0,2,14,2,3,3,1.0,4.0,2.0,6.024793447293447
34,0.0,2,1,19,3,5,1,1128,0.0,1,5,0.0,33390,1.0,0,16,8,0,9.0,2,8,1,2,3,4.0,3.0,2.0,6.8020546179090475
26,0.0,2,1,2,2,1,1,1129,1.0,2,6,2.0,20800,0.0,0,13,8,0,8.0,6,7,7,4,3,3.0,1.0,2.0,6.771128328741965
29,0.0,2,1,2,4,4,1,1130,1.0,2,2,1.0,20960,0.0,0,22,8,0,6.0,2,5,0,4,4,1.0,1.0,2.0,7.7209409722222215
32,0.0,0,1,3,1,1,1,1131,1.0,3,3,0.0,62090,5.0,0,17,8,1,9.0,5,5,1,4,3,3.0,4.0,3.0,6.592589936247723
31,0.0,1,1,25,5,5,1,1132,0.0,2,1,1.0,180610,1.0,0,14,8,1,10.0,2,10,8,3,3,4.0,1.0,3.0,6.92129746835443
28,1.0,2,2,7,5,1,1,1133,0.0,2,8,0.0,171230,5.0,0,15,8,1,6.0,2,4,0,2,3,3.0,4.0,2.0,6.3198641703377385
38,0.0,2,1,9,2,5,1,1134,1.0,3,8,2.0,23720,4.0,0,12,8,0,20.0,3,1,0,2,3,1.0,1.0,2.0,7.179834247828075
35,0.0,2,1,5,3,1,1,1135,1.0,2,8,1.0,48830,1.0,0,18,8,1,10.0,1,10,0,1,3,3.0,4.0,3.0,8.815632850241546
27,0.0,2,2,2,3,1,1,1136,0.0,1,3,2.0,39040,1.0,0,15,8,0,7.0,2,7,0,3,3,4.0,4.0,3.0,7.89116255144033
32,0.0,2,1,8,1,3,1,1137,0.0,2,6,2.0,46270,8.0,0,17,8,1,8.0,2,1,0,2,3,4.0,4.0,3.0,7.298776400367309
31,1.0,1,1,2,1,4,1,1138,1.0,3,7,1.0,70940,1.0,0,14,8,1,10.0,2,10,0,3,3,1.0,4.0,3.0,10.31769995210728
53,1.0,2,1,18,3,3,1,1139,1.0,1,6,2.0,34230,6.0,0,15,8,1,15.0,4,2,2,3,3,1.0,1.0,2.0,10.80799433106576
54,0.0,2,1,14,3,4,1,1140,1.0,3,6,1.0,66740,3.0,0,17,8,1,9.0,2,4,2,3,3,1.0,3.0,2.0,7.8965205314009665
33,0.0,1,1,2,4,3,1,1141,0.0,4,7,0.0,168800,1.0,0,14,8,3,9.0,2,9,2,3,3,4.0,3.0,3.0,7.898865836791148
43,0.0,2,1,3,3,3,1,1142,1.0,1,6,1.0,90940,1.0,0,12,8,1,10.0,0,10,0,3,3,1.0,3.0,3.0,7.480150273224044
38,0.0,1,1,2,5,3,1,1143,0.0,4,7,1.0,84460,0.0,0,14,8,0,7.0,3,6,1,2,3,4.0,2.0,3.0,7.958165458937199
31,0.0,2,2,6,3,4,1,1145,1.0,1,4,0.0,45340,1.0,0,13,8,0,1.0,2,1,0,3,3,4.0,4.0,3.0,10.80473025711662
39,0.0,2,1,4,3,1,1,1146,1.0,2,7,2.0,98520,0.0,0,12,8,1,21.0,5,20,11,2,3,2.0,1.0,3.0,6.0890926734594855
42,0.0,0,1,10,4,1,1,1147,0.0,2,6,2.0,61510,1.0,0,13,8,1,20.0,3,20,3,3,3,4.0,3.0,3.0,6.591018922852983
31,0.0,0,1,14,2,1,1,1148,1.0,2,0,1.0,23020,4.0,0,14,8,0,13.0,3,11,4,3,3,3.0,3.0,4.0,6.103670634920634
54,0.0,2,1,1,3,3,1,1149,0.0,2,1,2.0,23620,6.0,0,13,8,1,9.0,2,5,1,4,3,3.0,1.0,3.0,10.51234191508582
24,0.0,2,1,5,4,4,1,1150,1.0,1,4,2.0,178610,1.0,0,11,8,2,4.0,5,4,1,1,3,2.0,3.0,2.0,6.87599815583218
23,0.0,2,1,7,3,1,1,1151,1.0,2,6,2.0,191870,1.0,0,11,8,1,5.0,2,5,1,3,3,4.0,4.0,4.0,6.994301453352086
40,0.0,1,1,21,3,3,1,1152,0.0,3,6,1.0,197170,1.0,0,21,8,0,10.0,1,10,9,2,4,4.0,3.0,4.0,7.811326648224989
40,0.0,2,1,8,1,3,1,1153,0.0,5,6,1.0,35440,3.0,0,18,8,3,15.0,3,11,5,2,3,2.0,2.0,3.0,6.160280092592592
25,0.0,2,2,20,5,3,1,1154,0.0,2,2,1.0,85000,4.0,0,12,8,0,6.0,2,2,1,3,3,3.0,2.0,3.0,6.20880445423397
30,0.0,2,0,20,4,1,1,1155,1.0,2,6,1.0,46610,1.0,0,11,8,0,12.0,3,12,1,2,3,4.0,2.0,2.0,6.082088249754179
25,0.0,2,1,7,2,3,1,1156,1.0,5,7,0.0,41030,6.0,0,15,8,1,7.0,2,2,0,3,3,4.0,3.0,2.0,10.194130901287554
33,0.0,0,1,1,3,1,1,1158,1.0,2,6,0.0,140260,1.0,0,12,8,0,1.0,4,1,0,3,3,2.0,3.0,2.0,6.171750478927202
38,0.0,2,1,19,3,1,1,1159,0.0,2,7,1.0,68930,0.0,0,17,8,0,16.0,3,15,5,3,3,4.0,2.0,3.0,7.904476359338061
31,0.0,2,1,10,4,3,1,1160,0.0,3,7,1.0,61250,0.0,0,13,8,1,3.0,3,2,1,3,3,1.0,3.0,3.0,7.1808140096618365
38,0.0,1,1,1,4,4,1,1161,1.0,2,6,1.0,36690,2.0,0,19,8,0,10.0,2,8,7,3,3,1.0,3.0,3.0,6.509626951331497
42,0.0,2,1,6,3,3,1,1162,1.0,2,2,0.0,100080,6.0,0,19,8,1,9.0,3,4,1,1,3,4.0,1.0,2.0,9.767906420765028
41,0.0,2,2,2,2,3,1,1163,1.0,1,0,1.0,23870,3.0,0,17,8,1,12.0,1,5,1,1,3,4.0,4.0,3.0,7.6987725546058865
47,0.0,0,1,21,2,3,1,1164,1.0,1,7,1.0,46390,0.0,0,11,8,1,14.0,2,13,5,2,3,3.0,2.0,1.0,7.228134756657484
35,0.0,2,1,4,3,1,1,1165,1.0,2,0,1.0,78980,7.0,0,15,8,0,5.0,2,2,2,2,3,4.0,3.0,3.0,10.39878884180791
22,0.0,2,0,12,1,0,1,1166,1.0,2,7,2.0,25340,0.0,0,11,8,0,4.0,1,3,1,3,3,4.0,3.0,4.0,6.400190058479533
35,0.0,2,1,9,3,3,1,1167,0.0,2,7,2.0,131420,1.0,0,25,8,2,10.0,4,10,0,3,4,2.0,3.0,3.0,8.004882434301521
33,0.0,2,2,3,4,3,1,1168,1.0,3,0,1.0,16110,0.0,0,14,8,0,10.0,2,9,8,2,3,2.0,4.0,3.0,9.103674504379898
32,0.0,2,1,3,2,5,1,1169,1.0,3,4,2.0,53630,1.0,0,13,8,0,6.0,4,6,4,3,3,3.0,2.0,3.0,6.986453779599271
40,0.0,2,1,1,4,3,1,1170,1.0,2,5,1.0,50710,8.0,0,17,8,1,8.0,3,1,0,2,3,1.0,4.0,2.0,6.16474537037037
32,0.0,2,1,1,2,3,1,1171,1.0,3,7,1.0,136950,0.0,0,13,8,0,3.0,3,2,2,3,3,2.0,2.0,3.0,6.009841772151899
39,0.0,2,1,4,4,1,1,1172,1.0,1,7,2.0,134020,7.0,0,14,8,1,18.0,1,7,1,3,3,1.0,4.0,3.0,8.018078206962327
38,0.0,2,2,20,4,3,1,1173,0.0,2,5,1.0,20290,3.0,0,11,8,1,20.0,3,18,1,2,3,2.0,3.0,3.0,8.000954106280194
32,0.0,2,1,18,3,1,1,1174,1.0,2,3,1.0,63770,1.0,0,12,8,2,14.0,3,14,5,3,3,3.0,4.0,3.0,7.898323877068559
37,0.0,2,1,1,3,1,1,1175,0.0,4,7,1.0,54290,1.0,0,17,8,1,16.0,3,16,6,3,3,3.0,4.0,3.0,9.385844859382203
25,0.0,2,1,2,4,3,1,1176,0.0,2,4,0.0,27850,0.0,0,21,8,0,6.0,2,5,0,3,4,1.0,3.0,2.0,7.971588934613626
52,0.0,0,1,2,4,4,1,1177,1.0,1,3,0.0,46140,2.0,0,16,8,1,16.0,3,9,0,3,3,1.0,4.0,2.0,6.804641393442623
44,0.0,2,1,8,1,1,1,1178,0.0,1,8,2.0,26100,6.0,0,15,8,0,6.0,2,4,1,3,3,2.0,4.0,3.0,10.805340038314176
21,0.0,2,2,10,5,3,1,1179,1.0,3,6,2.0,66870,1.0,0,19,8,3,2.0,0,2,1,3,3,3.0,1.0,3.0,8.159645513714551
39,0.0,0,1,3,4,1,1,1180,0.0,2,5,2.0,47240,2.0,0,12,8,1,21.0,4,6,1,4,3,4.0,4.0,2.0,6.306303506375228
23,1.0,1,1,2,4,1,1,1181,0.0,2,4,1.0,61790,1.0,0,11,8,0,1.0,3,1,1,3,3,4.0,1.0,2.0,8.025331384015594
36,0.0,2,1,24,3,1,1,1182,0.0,2,2,1.0,61200,0.0,0,19,8,0,10.0,2,9,3,3,3,1.0,4.0,3.0,7.792490855052583
36,0.0,1,1,16,1,3,1,1183,1.0,2,7,0.0,105960,7.0,0,15,8,0,18.0,3,4,0,2,3,4.0,2.0,3.0,7.844118408662901
56,0.0,0,1,8,1,1,1,1184,1.0,1,7,0.0,54670,1.0,0,20,8,0,13.0,6,13,1,2,4,3.0,3.0,2.0,6.592797017797018
29,1.0,2,1,9,4,3,1,1185,1.0,2,8,1.0,29960,9.0,0,25,8,0,4.0,4,2,2,3,4,1.0,4.0,4.0,10.903593117408906
42,0.0,2,1,17,1,1,1,1186,1.0,3,6,1.0,99980,5.0,0,24,8,2,24.0,3,22,4,2,4,1.0,3.0,2.0,7.3988672586520945
56,1.0,2,2,10,4,4,1,1187,1.0,2,7,1.0,40780,8.0,0,24,8,1,14.0,3,10,9,3,4,4.0,3.0,1.0,6.8206794131794135
41,0.0,2,1,13,4,1,1,1188,0.0,1,0,1.0,109200,0.0,0,15,8,1,21.0,3,20,0,4,3,1.0,2.0,3.0,7.800049645390072
34,0.0,2,2,1,3,3,1,1189,0.0,1,2,1.0,62320,1.0,0,13,8,1,8.0,3,8,1,3,3,4.0,3.0,3.0,7.3836256038647345
36,0.0,0,2,1,1,3,1,1190,0.0,1,1,0.0,132470,1.0,0,14,8,0,15.0,3,15,11,3,3,4.0,4.0,2.0,7.675329936923824
41,0.0,2,1,1,5,3,1,1191,1.0,1,0,0.0,40810,2.0,0,13,8,0,14.0,3,5,0,3,3,3.0,2.0,3.0,7.091824074074073
32,0.0,2,2,9,4,1,1,1192,0.0,2,6,2.0,57690,1.0,0,11,8,0,4.0,3,4,1,3,3,4.0,1.0,3.0,6.725276595744681
35,0.0,2,1,16,3,3,1,1193,0.0,2,0,2.0,23940,1.0,0,16,8,1,9.0,3,9,1,3,3,3.0,4.0,3.0,10.505156028368795
38,0.0,2,1,23,3,3,1,1194,1.0,3,8,1.0,39040,1.0,0,22,8,0,10.0,3,10,1,2,4,1.0,4.0,3.0,6.90596703550023
50,1.0,1,2,4,2,1,1,1195,0.0,2,2,0.0,167990,7.0,0,14,8,1,12.0,2,6,0,2,3,2.0,3.0,3.0,7.208894824311491
36,0.0,2,1,22,4,1,1,1196,1.0,1,0,1.0,29500,4.0,0,14,8,0,8.0,1,6,0,2,3,2.0,4.0,2.0,6.277285137701804
45,0.0,2,2,24,3,1,1,1197,1.0,1,2,2.0,36290,8.0,0,16,8,1,8.0,2,5,0,4,3,4.0,3.0,3.0,6.076578117418728
40,0.0,2,2,10,4,1,1,1198,1.0,1,6,2.0,93620,2.0,0,11,8,1,8.0,6,2,2,3,3,3.0,3.0,3.0,6.2119079566855
